party,press_release,claim_number,chars,words
Democratic,20170511-gipson-announces-letter-writing-campaign-advance-possible-vote-gut-aca.txt,1,120,13
Democratic,20170511-gipson-announces-letter-writing-campaign-advance-possible-vote-gut-aca.txt,2,74,8
Democratic,20170511-gipson-announces-letter-writing-campaign-advance-possible-vote-gut-aca.txt,3,63,6
Democratic,20170511-gipson-announces-letter-writing-campaign-advance-possible-vote-gut-aca.txt,4,118,10
Democratic,20170825-media-advisory-child-identity-theft-press-conference.txt,1,124,13
Democratic,20170825-media-advisory-child-identity-theft-press-conference.txt,2,121,12
Democratic,20170825-media-advisory-child-identity-theft-press-conference.txt,3,164,16
Democratic,20170825-media-advisory-child-identity-theft-press-conference.txt,4,140,15
Democratic,20170825-media-advisory-child-identity-theft-press-conference.txt,5,81,8
Democratic,20170918-330-million-dollar-bill-rural-broadband-negotiated-assemblymember-aguiar.txt,1,118,12
Democratic,20170918-330-million-dollar-bill-rural-broadband-negotiated-assemblymember-aguiar.txt,2,146,12
Democratic,20170918-330-million-dollar-bill-rural-broadband-negotiated-assemblymember-aguiar.txt,3,92,9
Democratic,20170918-330-million-dollar-bill-rural-broadband-negotiated-assemblymember-aguiar.txt,4,111,12
Democratic,20170918-330-million-dollar-bill-rural-broadband-negotiated-assemblymember-aguiar.txt,5,89,9
Democratic,20170918-330-million-dollar-bill-rural-broadband-negotiated-assemblymember-aguiar.txt,6,115,10
Democratic,20171005-bermans-bill-advancing-green-trucking-technologies-signed-law.txt,1,132,13
Democratic,20171005-bermans-bill-advancing-green-trucking-technologies-signed-law.txt,2,136,17
Democratic,20171005-bermans-bill-advancing-green-trucking-technologies-signed-law.txt,3,47,5
Democratic,20171005-bermans-bill-advancing-green-trucking-technologies-signed-law.txt,4,66,6
Democratic,20171005-bermans-bill-advancing-green-trucking-technologies-signed-law.txt,5,107,10
Democratic,20171005-bermans-bill-advancing-green-trucking-technologies-signed-law.txt,6,75,8
Democratic,20171005-bermans-bill-advancing-green-trucking-technologies-signed-law.txt,7,92,11
Democratic,20171115-gipson-champions-environmental-projects-64th-district.txt,1,64,7
Democratic,20171115-gipson-champions-environmental-projects-64th-district.txt,2,76,8
Democratic,20171115-gipson-champions-environmental-projects-64th-district.txt,3,69,7
Democratic,20171115-gipson-champions-environmental-projects-64th-district.txt,4,65,7
Democratic,20171115-gipson-champions-environmental-projects-64th-district.txt,5,52,6
Democratic,20171115-gipson-champions-environmental-projects-64th-district.txt,6,83,11
Democratic,20180814-assemblymember-ash-kalra-commends-california-supreme-court-ruling-predatory.txt,1,102,11
Democratic,20180814-assemblymember-ash-kalra-commends-california-supreme-court-ruling-predatory.txt,2,145,13
Democratic,20180814-assemblymember-ash-kalra-commends-california-supreme-court-ruling-predatory.txt,3,118,13
Democratic,20180814-assemblymember-ash-kalra-commends-california-supreme-court-ruling-predatory.txt,4,138,14
Democratic,20180814-assemblymember-ash-kalra-commends-california-supreme-court-ruling-predatory.txt,5,157,16
Democratic,20180921-assemblymember-cecilia-aguiar-currys-wildfire-recovery-bill-package-signed.txt,1,86,8
Democratic,20180921-assemblymember-cecilia-aguiar-currys-wildfire-recovery-bill-package-signed.txt,2,68,7
Democratic,20180921-assemblymember-cecilia-aguiar-currys-wildfire-recovery-bill-package-signed.txt,3,97,10
Democratic,20180921-assemblymember-cecilia-aguiar-currys-wildfire-recovery-bill-package-signed.txt,4,70,7
Democratic,20180921-assemblymember-cecilia-aguiar-currys-wildfire-recovery-bill-package-signed.txt,5,115,12
Democratic,20180921-assemblymember-cecilia-aguiar-currys-wildfire-recovery-bill-package-signed.txt,6,125,13
Democratic,20180921-assemblymember-cecilia-aguiar-currys-wildfire-recovery-bill-package-signed.txt,7,126,13
Democratic,20180921-assemblymember-cecilia-aguiar-currys-wildfire-recovery-bill-package-signed.txt,8,135,14
Democratic,20180921-assemblymember-cecilia-aguiar-currys-wildfire-recovery-bill-package-signed.txt,9,140,14
Democratic,20180921-assemblymember-cecilia-aguiar-currys-wildfire-recovery-bill-package-signed.txt,10,86,10
Democratic,20180921-assemblymember-cecilia-aguiar-currys-wildfire-recovery-bill-package-signed.txt,11,130,13
Democratic,20180921-assemblymember-cecilia-aguiar-currys-wildfire-recovery-bill-package-signed.txt,12,70,7
Democratic,20180921-assemblymember-cecilia-aguiar-currys-wildfire-recovery-bill-package-signed.txt,13,114,14
Democratic,20180921-assemblymember-cecilia-aguiar-currys-wildfire-recovery-bill-package-signed.txt,14,121,12
Democratic,20180921-assemblymember-cecilia-aguiar-currys-wildfire-recovery-bill-package-signed.txt,15,100,9
Democratic,20180921-assemblymember-cecilia-aguiar-currys-wildfire-recovery-bill-package-signed.txt,16,123,14
Democratic,20190131-assemblymember-cecilia-aguiar-curry-introduces-bill-expand-grants-and.txt,1,85,10
Democratic,20190131-assemblymember-cecilia-aguiar-curry-introduces-bill-expand-grants-and.txt,2,119,12
Democratic,20190131-assemblymember-cecilia-aguiar-curry-introduces-bill-expand-grants-and.txt,3,91,8
Democratic,20190131-assemblymember-cecilia-aguiar-curry-introduces-bill-expand-grants-and.txt,4,196,16
Democratic,20190131-assemblymember-cecilia-aguiar-curry-introduces-bill-expand-grants-and.txt,5,115,11
Democratic,20190131-assemblymember-cecilia-aguiar-curry-introduces-bill-expand-grants-and.txt,6,134,14
Democratic,20190131-assemblymember-cecilia-aguiar-curry-introduces-bill-expand-grants-and.txt,7,83,8
Democratic,20190131-assemblymember-cecilia-aguiar-curry-introduces-bill-expand-grants-and.txt,8,103,9
Democratic,20190131-assemblymember-cecilia-aguiar-curry-introduces-bill-expand-grants-and.txt,9,99,10
Democratic,20190212-assemblymember-ramos-response-governor-newsom-state-state-address.txt,1,153,16
Democratic,20190212-assemblymember-ramos-response-governor-newsom-state-state-address.txt,2,121,13
Democratic,20190212-assemblymember-ramos-response-governor-newsom-state-state-address.txt,3,119,12
Democratic,20190212-assemblymember-ramos-response-governor-newsom-state-state-address.txt,4,134,12
Democratic,20190212-assemblymember-ramos-response-governor-newsom-state-state-address.txt,5,154,18
Democratic,20190222-assemblymember-rebecca-bauer-kahan-announces-her-2019-legislative-package.txt,1,61,6
Democratic,20190222-assemblymember-rebecca-bauer-kahan-announces-her-2019-legislative-package.txt,2,46,5
Democratic,20190222-assemblymember-rebecca-bauer-kahan-announces-her-2019-legislative-package.txt,3,70,7
Democratic,20190222-assemblymember-rebecca-bauer-kahan-announces-her-2019-legislative-package.txt,4,89,11
Democratic,20190222-assemblymember-rebecca-bauer-kahan-announces-her-2019-legislative-package.txt,5,66,8
Democratic,20190425-assemblywoman-blanca-e-rubio-landmark-legislation-increase-access-high.txt,1,119,13
Democratic,20190425-assemblywoman-blanca-e-rubio-landmark-legislation-increase-access-high.txt,2,172,20
Democratic,20190425-assemblywoman-blanca-e-rubio-landmark-legislation-increase-access-high.txt,3,117,12
Democratic,20190425-assemblywoman-blanca-e-rubio-landmark-legislation-increase-access-high.txt,4,113,12
Democratic,20190425-assemblywoman-blanca-e-rubio-landmark-legislation-increase-access-high.txt,5,154,18
Democratic,20190425-assemblywoman-blanca-e-rubio-landmark-legislation-increase-access-high.txt,6,108,14
Democratic,20190425-assemblywoman-blanca-e-rubio-landmark-legislation-increase-access-high.txt,7,128,17
Democratic,20190429-ramos-bill-strengthen-native-american-cultural-preservation-passes.txt,1,133,13
Democratic,20190429-ramos-bill-strengthen-native-american-cultural-preservation-passes.txt,2,281,28
Democratic,20190429-ramos-bill-strengthen-native-american-cultural-preservation-passes.txt,3,147,15
Democratic,20190429-ramos-bill-strengthen-native-american-cultural-preservation-passes.txt,4,116,14
Democratic,20190703-release-bill-help-seniors-remain-their-homes-receives-unanimous-support.txt,1,122,11
Democratic,20190703-release-bill-help-seniors-remain-their-homes-receives-unanimous-support.txt,2,123,13
Democratic,20190703-release-bill-help-seniors-remain-their-homes-receives-unanimous-support.txt,3,89,10
Democratic,20190703-release-bill-help-seniors-remain-their-homes-receives-unanimous-support.txt,4,126,13
Democratic,20190703-release-bill-help-seniors-remain-their-homes-receives-unanimous-support.txt,5,116,11
Democratic,20190703-release-bill-help-seniors-remain-their-homes-receives-unanimous-support.txt,6,112,12
Democratic,20190703-release-bill-help-seniors-remain-their-homes-receives-unanimous-support.txt,7,141,15
Democratic,20190703-release-bill-help-seniors-remain-their-homes-receives-unanimous-support.txt,8,137,15
Democratic,20190703-release-bill-help-seniors-remain-their-homes-receives-unanimous-support.txt,9,110,12
Democratic,20190703-release-bill-help-seniors-remain-their-homes-receives-unanimous-support.txt,10,133,15
Democratic,20190703-release-bill-help-seniors-remain-their-homes-receives-unanimous-support.txt,11,119,13
Democratic,20190813-advisory-assemblywoman-petrie-norris-convening-oversight-hearings-focus.txt,1,123,13
Democratic,20190813-advisory-assemblywoman-petrie-norris-convening-oversight-hearings-focus.txt,2,117,10
Democratic,20190813-advisory-assemblywoman-petrie-norris-convening-oversight-hearings-focus.txt,3,157,12
Democratic,20190813-advisory-assemblywoman-petrie-norris-convening-oversight-hearings-focus.txt,4,120,11
Democratic,20190904-ramos-early-suicide-prevention-bill-clears-senate.txt,1,121,12
Democratic,20190904-ramos-early-suicide-prevention-bill-clears-senate.txt,2,143,14
Democratic,20190904-ramos-early-suicide-prevention-bill-clears-senate.txt,3,92,10
Democratic,20190904-ramos-early-suicide-prevention-bill-clears-senate.txt,4,106,11
Democratic,20190909-equal-pay-equal-play-bill-ab-467-signed-law.txt,1,190,20
Democratic,20190909-equal-pay-equal-play-bill-ab-467-signed-law.txt,2,56,8
Democratic,20190909-equal-pay-equal-play-bill-ab-467-signed-law.txt,3,69,7
Democratic,20190909-equal-pay-equal-play-bill-ab-467-signed-law.txt,4,81,7
Democratic,20190910-press-release-assemblywoman-quirk-silvaas-work-resolve-homelessness-orange.txt,1,62,6
Democratic,20190910-press-release-assemblywoman-quirk-silvaas-work-resolve-homelessness-orange.txt,2,69,8
Democratic,20190910-press-release-assemblywoman-quirk-silvaas-work-resolve-homelessness-orange.txt,3,79,7
Democratic,20190910-press-release-assemblywoman-quirk-silvaas-work-resolve-homelessness-orange.txt,4,149,12
Democratic,20190910-press-release-assemblywoman-quirk-silvaas-work-resolve-homelessness-orange.txt,5,102,9
Democratic,20190910-press-release-assemblywoman-quirk-silvaas-work-resolve-homelessness-orange.txt,6,95,10
Democratic,20191011-assemblymember-cecilia-aguiar-currys-bill-increase-access-pharmacy-care.txt,1,139,15
Democratic,20191011-assemblymember-cecilia-aguiar-currys-bill-increase-access-pharmacy-care.txt,2,88,9
Democratic,20191011-assemblymember-cecilia-aguiar-currys-bill-increase-access-pharmacy-care.txt,3,130,12
Democratic,20191011-assemblymember-cecilia-aguiar-currys-bill-increase-access-pharmacy-care.txt,4,87,10
Democratic,20191011-assemblymember-cecilia-aguiar-currys-bill-increase-access-pharmacy-care.txt,5,88,12
Democratic,20191011-assemblymember-cecilia-aguiar-currys-bill-increase-access-pharmacy-care.txt,6,109,10
Democratic,20191011-assemblymember-cecilia-aguiar-currys-bill-increase-access-pharmacy-care.txt,7,69,8
Democratic,20191011-assemblymember-cecilia-aguiar-currys-bill-increase-access-pharmacy-care.txt,8,96,9
Democratic,20191011-assemblymember-cecilia-aguiar-currys-bill-increase-access-pharmacy-care.txt,9,76,8
Democratic,20191011-assemblymember-cecilia-aguiar-currys-bill-increase-access-pharmacy-care.txt,10,120,10
Democratic,20191011-assemblymember-cecilia-aguiar-currys-bill-increase-access-pharmacy-care.txt,11,129,13
Democratic,20191011-assemblymember-cecilia-aguiar-currys-bill-increase-access-pharmacy-care.txt,12,88,9
Democratic,20191011-assemblymember-cecilia-aguiar-currys-bill-increase-access-pharmacy-care.txt,13,74,7
Democratic,20200128-assemblymember-ash-kalra-introduces-bill-make-california-leader-protecting.txt,1,132,13
Democratic,20200128-assemblymember-ash-kalra-introduces-bill-make-california-leader-protecting.txt,2,38,3
Democratic,20200128-assemblymember-ash-kalra-introduces-bill-make-california-leader-protecting.txt,3,117,13
Democratic,20200128-assemblymember-ash-kalra-introduces-bill-make-california-leader-protecting.txt,4,118,12
Democratic,20200128-assemblymember-ash-kalra-introduces-bill-make-california-leader-protecting.txt,5,124,13
Democratic,20200128-assemblymember-ash-kalra-introduces-bill-make-california-leader-protecting.txt,6,66,6
Democratic,20200128-assemblymember-ash-kalra-introduces-bill-make-california-leader-protecting.txt,7,67,7
Democratic,20200207-boerner-horvath-holds-hearing-identify-sea-level-rise-threats-san-francisco.txt,1,97,13
Democratic,20200207-boerner-horvath-holds-hearing-identify-sea-level-rise-threats-san-francisco.txt,2,61,7
Democratic,20200207-boerner-horvath-holds-hearing-identify-sea-level-rise-threats-san-francisco.txt,3,73,8
Democratic,20200207-boerner-horvath-holds-hearing-identify-sea-level-rise-threats-san-francisco.txt,4,119,15
Democratic,20200207-boerner-horvath-holds-hearing-identify-sea-level-rise-threats-san-francisco.txt,5,99,14
Democratic,20200207-boerner-horvath-holds-hearing-identify-sea-level-rise-threats-san-francisco.txt,6,130,13
Democratic,20200207-boerner-horvath-holds-hearing-identify-sea-level-rise-threats-san-francisco.txt,7,126,15
Democratic,20200503-assemblywoman-quirk-silva-returns-state-capitol-tackle-budget-and.txt,1,227,23
Democratic,20200503-assemblywoman-quirk-silva-returns-state-capitol-tackle-budget-and.txt,2,171,20
Democratic,20200503-assemblywoman-quirk-silva-returns-state-capitol-tackle-budget-and.txt,3,109,11
Democratic,20200611-california-assembly-approves-bill-assemblywoman-rubio-reduce-activity.txt,1,74,7
Democratic,20200611-california-assembly-approves-bill-assemblywoman-rubio-reduce-activity.txt,2,74,8
Democratic,20200611-california-assembly-approves-bill-assemblywoman-rubio-reduce-activity.txt,3,79,8
Democratic,20200611-california-assembly-approves-bill-assemblywoman-rubio-reduce-activity.txt,4,76,10
Democratic,20200611-california-assembly-approves-bill-assemblywoman-rubio-reduce-activity.txt,5,106,12
Democratic,20200611-california-assembly-approves-bill-assemblywoman-rubio-reduce-activity.txt,6,80,8
Democratic,20200924-assemblymember-rivas-senator-wiener-and-assemblymember-limon-announce-they.txt,1,95,9
Democratic,20200924-assemblymember-rivas-senator-wiener-and-assemblymember-limon-announce-they.txt,2,72,8
Democratic,20200924-assemblymember-rivas-senator-wiener-and-assemblymember-limon-announce-they.txt,3,71,7
Democratic,20200924-assemblymember-rivas-senator-wiener-and-assemblymember-limon-announce-they.txt,4,47,5
Democratic,20200924-assemblymember-rivas-senator-wiener-and-assemblymember-limon-announce-they.txt,5,74,7
Democratic,20200924-assemblymember-rivas-senator-wiener-and-assemblymember-limon-announce-they.txt,6,65,8
Democratic,20200924-assemblymember-rivas-senator-wiener-and-assemblymember-limon-announce-they.txt,7,108,13
Democratic,20201207-california-assemblymember-ash-kalra-calls-congress-abolish-ice.txt,1,189,20
Democratic,20201207-california-assemblymember-ash-kalra-calls-congress-abolish-ice.txt,2,112,13
Democratic,20201207-california-assemblymember-ash-kalra-calls-congress-abolish-ice.txt,3,68,7
Democratic,20201207-california-assemblymember-ash-kalra-calls-congress-abolish-ice.txt,4,111,10
Democratic,20201207-california-assemblymember-ash-kalra-calls-congress-abolish-ice.txt,5,62,6
Democratic,20201207-california-assemblymember-ash-kalra-calls-congress-abolish-ice.txt,6,123,13
Democratic,20201207-california-assemblymember-ash-kalra-calls-congress-abolish-ice.txt,7,109,12
Democratic,20210202-assemblymember-bauer-kahan-and-lieutenant-governor-kounalakis-introduce.txt,1,115,12
Democratic,20210202-assemblymember-bauer-kahan-and-lieutenant-governor-kounalakis-introduce.txt,2,104,11
Democratic,20210202-assemblymember-bauer-kahan-and-lieutenant-governor-kounalakis-introduce.txt,3,134,13
Democratic,20210202-assemblymember-bauer-kahan-and-lieutenant-governor-kounalakis-introduce.txt,4,70,6
Democratic,20210202-assemblymember-bauer-kahan-and-lieutenant-governor-kounalakis-introduce.txt,5,87,10
Democratic,20210202-assemblymember-bauer-kahan-and-lieutenant-governor-kounalakis-introduce.txt,6,86,7
Democratic,20210202-assemblymember-bauer-kahan-and-lieutenant-governor-kounalakis-introduce.txt,7,78,6
Democratic,20210202-assemblymember-bauer-kahan-and-lieutenant-governor-kounalakis-introduce.txt,8,67,6
Democratic,20210202-assemblymember-bauer-kahan-and-lieutenant-governor-kounalakis-introduce.txt,9,78,8
Democratic,20210202-assemblymember-bauer-kahan-and-lieutenant-governor-kounalakis-introduce.txt,10,98,9
Democratic,20210302-students-tell-legislators-about-crushing-total-cost-college.txt,1,137,14
Democratic,20210302-students-tell-legislators-about-crushing-total-cost-college.txt,2,99,12
Democratic,20210302-students-tell-legislators-about-crushing-total-cost-college.txt,3,108,11
Democratic,20210302-students-tell-legislators-about-crushing-total-cost-college.txt,4,98,10
Democratic,20210302-students-tell-legislators-about-crushing-total-cost-college.txt,5,115,11
Democratic,20210405-boerner-horvaths-bill-incentivize-electric-bicycle-purchases-passes.txt,1,56,7
Democratic,20210405-boerner-horvaths-bill-incentivize-electric-bicycle-purchases-passes.txt,2,144,16
Democratic,20210405-boerner-horvaths-bill-incentivize-electric-bicycle-purchases-passes.txt,3,138,14
Democratic,20210405-boerner-horvaths-bill-incentivize-electric-bicycle-purchases-passes.txt,4,81,9
Democratic,20210405-boerner-horvaths-bill-incentivize-electric-bicycle-purchases-passes.txt,5,80,10
Democratic,20210405-boerner-horvaths-bill-incentivize-electric-bicycle-purchases-passes.txt,6,70,9
Democratic,20210405-boerner-horvaths-bill-incentivize-electric-bicycle-purchases-passes.txt,7,99,12
Democratic,20210405-boerner-horvaths-bill-incentivize-electric-bicycle-purchases-passes.txt,8,136,12
Democratic,20210405-boerner-horvaths-bill-incentivize-electric-bicycle-purchases-passes.txt,9,139,15
Democratic,20210405-boerner-horvaths-bill-incentivize-electric-bicycle-purchases-passes.txt,10,96,10
Democratic,20210421-assemblymembers-muratsuchi-and-chius-bill-establish-toll-free-california.txt,1,131,16
Democratic,20210421-assemblymembers-muratsuchi-and-chius-bill-establish-toll-free-california.txt,2,89,8
Democratic,20210421-assemblymembers-muratsuchi-and-chius-bill-establish-toll-free-california.txt,3,144,17
Democratic,20210421-assemblymembers-muratsuchi-and-chius-bill-establish-toll-free-california.txt,4,134,13
Democratic,20210421-assemblymembers-muratsuchi-and-chius-bill-establish-toll-free-california.txt,5,143,13
Democratic,20210421-assemblymembers-muratsuchi-and-chius-bill-establish-toll-free-california.txt,6,123,13
Democratic,20210421-assemblymembers-muratsuchi-and-chius-bill-establish-toll-free-california.txt,7,135,15
Democratic,20210601-amid-rising-violence-state-assembly-passes-legislation-strengthen-hate.txt,1,103,13
Democratic,20210601-amid-rising-violence-state-assembly-passes-legislation-strengthen-hate.txt,2,159,20
Democratic,20210601-amid-rising-violence-state-assembly-passes-legislation-strengthen-hate.txt,3,112,12
Democratic,20210601-amid-rising-violence-state-assembly-passes-legislation-strengthen-hate.txt,4,156,15
Democratic,20210601-amid-rising-violence-state-assembly-passes-legislation-strengthen-hate.txt,5,71,8
Democratic,20210601-amid-rising-violence-state-assembly-passes-legislation-strengthen-hate.txt,6,135,12
Democratic,20210601-amid-rising-violence-state-assembly-passes-legislation-strengthen-hate.txt,7,107,11
Democratic,20210601-farmworker-wildfire-smoke-protections-act-voted-out-state-assembly.txt,1,102,12
Democratic,20210601-farmworker-wildfire-smoke-protections-act-voted-out-state-assembly.txt,2,88,9
Democratic,20210601-farmworker-wildfire-smoke-protections-act-voted-out-state-assembly.txt,3,75,7
Democratic,20210601-farmworker-wildfire-smoke-protections-act-voted-out-state-assembly.txt,4,145,18
Democratic,20210601-farmworker-wildfire-smoke-protections-act-voted-out-state-assembly.txt,5,66,7
Democratic,20210601-farmworker-wildfire-smoke-protections-act-voted-out-state-assembly.txt,6,157,15
Democratic,20210811-assemblywoman-quirk-silva-secures-15-million-state-budget-computer-science.txt,1,103,9
Democratic,20210811-assemblywoman-quirk-silva-secures-15-million-state-budget-computer-science.txt,2,122,12
Democratic,20210811-assemblywoman-quirk-silva-secures-15-million-state-budget-computer-science.txt,3,177,16
Democratic,20210811-assemblywoman-quirk-silva-secures-15-million-state-budget-computer-science.txt,4,136,15
Democratic,20210811-assemblywoman-quirk-silva-secures-15-million-state-budget-computer-science.txt,5,89,8
Democratic,20210811-assemblywoman-quirk-silva-secures-15-million-state-budget-computer-science.txt,6,91,12
Democratic,20210811-assemblywoman-quirk-silva-secures-15-million-state-budget-computer-science.txt,7,126,12
Democratic,20210826-release-legislation-close-dangerous-ghost-gun-loophole-passes-out-key.txt,1,61,7
Democratic,20210826-release-legislation-close-dangerous-ghost-gun-loophole-passes-out-key.txt,2,45,5
Democratic,20210826-release-legislation-close-dangerous-ghost-gun-loophole-passes-out-key.txt,3,62,8
Democratic,20210826-release-legislation-close-dangerous-ghost-gun-loophole-passes-out-key.txt,4,68,9
Democratic,20210826-release-legislation-close-dangerous-ghost-gun-loophole-passes-out-key.txt,5,73,7
Democratic,20210826-release-legislation-close-dangerous-ghost-gun-loophole-passes-out-key.txt,6,86,11
Democratic,20210826-release-legislation-close-dangerous-ghost-gun-loophole-passes-out-key.txt,7,113,11
Democratic,20210826-release-legislation-close-dangerous-ghost-gun-loophole-passes-out-key.txt,8,102,9
Democratic,20210826-release-legislation-close-dangerous-ghost-gun-loophole-passes-out-key.txt,9,65,9
Democratic,20210826-release-legislation-close-dangerous-ghost-gun-loophole-passes-out-key.txt,10,93,12
Democratic,20210826-release-legislation-close-dangerous-ghost-gun-loophole-passes-out-key.txt,11,87,8
Democratic,20210826-release-legislation-close-dangerous-ghost-gun-loophole-passes-out-key.txt,12,74,9
Democratic,20210826-release-legislation-close-dangerous-ghost-gun-loophole-passes-out-key.txt,13,118,9
Democratic,20210826-release-legislation-close-dangerous-ghost-gun-loophole-passes-out-key.txt,14,58,7
Democratic,20211006-governor-signs-historic-legislation-transform-college-transfer-process.txt,1,89,10
Democratic,20211006-governor-signs-historic-legislation-transform-college-transfer-process.txt,2,75,9
Democratic,20211006-governor-signs-historic-legislation-transform-college-transfer-process.txt,3,142,14
Democratic,20211006-governor-signs-historic-legislation-transform-college-transfer-process.txt,4,82,8
Democratic,20211006-governor-signs-historic-legislation-transform-college-transfer-process.txt,5,101,10
Democratic,20211006-governor-signs-historic-legislation-transform-college-transfer-process.txt,6,144,15
Democratic,20211006-governor-signs-historic-legislation-transform-college-transfer-process.txt,7,122,13
Democratic,20211006-governor-signs-historic-legislation-transform-college-transfer-process.txt,8,168,17
Democratic,20211006-governor-signs-historic-legislation-transform-college-transfer-process.txt,9,95,10
Democratic,20220211-asm-wicks-introduces-bill-mandate-vaccinations-california-workplaces.txt,1,149,13
Democratic,20220211-asm-wicks-introduces-bill-mandate-vaccinations-california-workplaces.txt,2,122,10
Democratic,20220211-asm-wicks-introduces-bill-mandate-vaccinations-california-workplaces.txt,3,109,10
Democratic,20220211-asm-wicks-introduces-bill-mandate-vaccinations-california-workplaces.txt,4,52,6
Democratic,20220211-asm-wicks-introduces-bill-mandate-vaccinations-california-workplaces.txt,5,47,5
Democratic,20220211-asm-wicks-introduces-bill-mandate-vaccinations-california-workplaces.txt,6,50,5
Democratic,20220211-asm-wicks-introduces-bill-mandate-vaccinations-california-workplaces.txt,7,122,9
Democratic,20220211-asm-wicks-introduces-bill-mandate-vaccinations-california-workplaces.txt,8,91,9
Democratic,20220211-asm-wicks-introduces-bill-mandate-vaccinations-california-workplaces.txt,9,115,11
Democratic,20220211-asm-wicks-introduces-bill-mandate-vaccinations-california-workplaces.txt,10,107,10
Democratic,20220211-asm-wicks-introduces-bill-mandate-vaccinations-california-workplaces.txt,11,100,10
Democratic,20220223-assemblymember-aguiar-curry-introduces-legislation-increase-voter.txt,1,128,15
Democratic,20220223-assemblymember-aguiar-curry-introduces-legislation-increase-voter.txt,2,114,10
Democratic,20220223-assemblymember-aguiar-curry-introduces-legislation-increase-voter.txt,3,97,7
Democratic,20220223-assemblymember-aguiar-curry-introduces-legislation-increase-voter.txt,4,137,14
Democratic,20220223-assemblymember-aguiar-curry-introduces-legislation-increase-voter.txt,5,93,9
Democratic,20220223-assemblymember-aguiar-curry-introduces-legislation-increase-voter.txt,6,151,15
Democratic,20220223-assemblymember-aguiar-curry-introduces-legislation-increase-voter.txt,7,79,9
Democratic,20220223-assemblymember-aguiar-curry-introduces-legislation-increase-voter.txt,8,159,15
Democratic,20220223-assemblymember-aguiar-curry-introduces-legislation-increase-voter.txt,9,125,13
Democratic,20220223-assemblymember-aguiar-curry-introduces-legislation-increase-voter.txt,10,124,9
Democratic,20220428-bill-protect-integrity-california-elections-foreign-influence-passes-out.txt,1,69,7
Democratic,20220428-bill-protect-integrity-california-elections-foreign-influence-passes-out.txt,2,81,8
Democratic,20220428-bill-protect-integrity-california-elections-foreign-influence-passes-out.txt,3,82,8
Democratic,20220428-bill-protect-integrity-california-elections-foreign-influence-passes-out.txt,4,96,9
Democratic,20220428-bill-protect-integrity-california-elections-foreign-influence-passes-out.txt,5,72,7
Democratic,20220428-bill-protect-integrity-california-elections-foreign-influence-passes-out.txt,6,101,10
Democratic,20220428-bill-protect-integrity-california-elections-foreign-influence-passes-out.txt,7,128,12
Democratic,20220428-bill-protect-integrity-california-elections-foreign-influence-passes-out.txt,8,141,14
Democratic,20220428-bill-protect-integrity-california-elections-foreign-influence-passes-out.txt,9,71,7
Democratic,20220428-bill-protect-integrity-california-elections-foreign-influence-passes-out.txt,10,115,11
Democratic,20220428-bill-protect-integrity-california-elections-foreign-influence-passes-out.txt,11,117,11
Democratic,20220428-bill-protect-integrity-california-elections-foreign-influence-passes-out.txt,12,153,14
Democratic,20220428-bill-protect-integrity-california-elections-foreign-influence-passes-out.txt,13,86,9
Democratic,20220721-bennett-limon-bill-restrict-gun-sales-ventura-county-fairground-signed.txt,1,57,6
Democratic,20220721-bennett-limon-bill-restrict-gun-sales-ventura-county-fairground-signed.txt,2,98,12
Democratic,20220721-bennett-limon-bill-restrict-gun-sales-ventura-county-fairground-signed.txt,3,82,10
Democratic,20220721-bennett-limon-bill-restrict-gun-sales-ventura-county-fairground-signed.txt,4,82,10
Democratic,20220721-bennett-limon-bill-restrict-gun-sales-ventura-county-fairground-signed.txt,5,84,9
Democratic,20220721-bennett-limon-bill-restrict-gun-sales-ventura-county-fairground-signed.txt,6,120,15
Democratic,20220721-bennett-limon-bill-restrict-gun-sales-ventura-county-fairground-signed.txt,7,108,12
Democratic,20220721-bennett-limon-bill-restrict-gun-sales-ventura-county-fairground-signed.txt,8,102,10
Democratic,20220830-ca-lawmakers-pass-ab-1322-meeting-governor-newsoms-challenge-aggressively.txt,1,80,10
Democratic,20220830-ca-lawmakers-pass-ab-1322-meeting-governor-newsoms-challenge-aggressively.txt,2,87,11
Democratic,20220830-ca-lawmakers-pass-ab-1322-meeting-governor-newsoms-challenge-aggressively.txt,3,115,12
Democratic,20220830-ca-lawmakers-pass-ab-1322-meeting-governor-newsoms-challenge-aggressively.txt,4,97,12
Democratic,20220830-ca-lawmakers-pass-ab-1322-meeting-governor-newsoms-challenge-aggressively.txt,5,94,9
Democratic,20220830-ca-lawmakers-pass-ab-1322-meeting-governor-newsoms-challenge-aggressively.txt,6,112,11
Democratic,20220907-assemblymember-alex-lee-announces-additional-138-million-secured-fund-local.txt,1,69,8
Democratic,20220907-assemblymember-alex-lee-announces-additional-138-million-secured-fund-local.txt,2,124,13
Democratic,20220907-assemblymember-alex-lee-announces-additional-138-million-secured-fund-local.txt,3,97,11
Democratic,20220907-assemblymember-alex-lee-announces-additional-138-million-secured-fund-local.txt,4,99,13
Democratic,20220907-assemblymember-alex-lee-announces-additional-138-million-secured-fund-local.txt,5,114,12
Democratic,20220907-assemblymember-alex-lee-announces-additional-138-million-secured-fund-local.txt,6,89,10
Democratic,20220907-assemblymember-alex-lee-announces-additional-138-million-secured-fund-local.txt,7,101,11
